epoch,loss
1,0.4605594846773148
2,0.4150800576734543
3,0.3852029566001892
4,0.35425876521348953
5,0.32479373027086256
6,0.2933468069434166
7,0.25675080581188203
8,0.21951250504016875
9,0.17626567010462285
10,0.13887037677496672
11,0.10743834198966622
12,0.09269129098370671
13,0.07957198556110263
14,0.07129406195528805
15,0.06451705274309963
16,0.06067675397977233
17,0.05520053353203461
18,0.05308880994219333
19,0.04813121487380471
20,0.04733123547839001
21,0.04160593496615998
22,0.042597750289635736
23,0.04153902288263664
24,0.036912626141924414
25,0.036587951876432635
26,0.03497948419418419
27,0.0335745930661587
28,0.03078144197847112
29,0.03128724835211411
30,0.029444257723512127
31,0.029341169788560363
32,0.02810323610603693
33,0.026194881779043937
34,0.025361675166360217
35,0.024228316022518556
36,0.025752389761373635
37,0.024606835991851986
38,0.02514328064247151
39,0.021276731887519707
40,0.0232316211326138
41,0.02161273066627473
42,0.021244932104567415
43,0.020803131403406443
44,0.02011422453300911
45,0.019599629794716893
46,0.019486801126972424
47,0.01925258886179363
48,0.01816126301149139
49,0.01815687504446221
50,0.017399612794388376
51,0.017733836423092873
52,0.017133982894987857
53,0.017405721119841764
54,0.016302630935023772
55,0.017316794698458836
56,0.015198919654024576
57,0.016157244443849195
58,0.01588899912585417
59,0.014928118631953693
60,0.014832682081395687
61,0.01466774562557708
62,0.013743433734949212
63,0.01432175277513401
64,0.015350714638646023
65,0.014255658655817387
66,0.013521104683206504
67,0.013924937839597288
68,0.01322226160525257
69,0.012726276196735343
70,0.013755902170446643
71,0.012213949697200441
72,0.0135378060299551
73,0.013050620709693612
74,0.012338619091418004
75,0.012579618498753843
76,0.012107060935060072
77,0.012729756170140863
78,0.013102217058396344
79,0.01101797215362596
80,0.013254504315941485
81,0.010605530343596693
82,0.011197132315022245
83,0.011588960416650152
84,0.01124212449114807
85,0.011778264839354161
86,0.012277204057453273
87,0.009919831496567312
88,0.01170211887567937
89,0.010125976748983849
90,0.010385787135010286
91,0.010201055489527716
92,0.010160479008773272
93,0.013104267604724919
94,0.009791205707634035
95,0.0096078227950574
96,0.010767211797830205
97,0.010268474598185003
98,0.010336984784972391
99,0.009148110964607785
100,0.009774714858745537
