epoch,loss
1,0.6059971574354172
2,0.6950554753112793
3,0.6938592417907715
4,0.693543906135559
5,0.6934228581428528
6,0.693329665145874
7,0.6933317060852051
8,0.6932835868644714
9,0.6932769632339477
10,0.6932139459419251
11,0.6931960708427429
12,0.6931830521965027
13,0.6932030661010742
14,0.6931907653045655
15,0.693195162525177
16,0.6931801690101623
17,0.6931974315452576
18,0.6932019548225403
19,0.6931947539710999
20,0.6932165070152283
21,0.6931993125152588
22,0.6931843556785583
23,0.6932039303588867
24,0.6932090364646911
25,0.693189070262909
26,0.6931719658279419
27,0.6931968019294739
28,0.6931829273605347
29,0.6932119497871398
30,0.6931917950630188
31,0.6931727813529969
32,0.6932070882225037
33,0.6932018921470642
34,0.693204741859436
35,0.6931859921646119
36,0.6931990786552429
37,0.6931888864326478
38,0.6931990024185181
39,0.6932075426673889
40,0.6931948565673828
41,0.6931898341751098
42,0.6931813170051575
43,0.6932138021087646
44,0.6931796155929565
45,0.6931972404670715
46,0.6932125288772583
47,0.6931260181808472
48,0.6932175061607361
49,0.693196910648346
50,0.6932066436386108
51,0.6932031957626342
52,0.6932123293685913
53,0.6931827639389038
54,0.6931809150505066
55,0.6932003425216675
56,0.6931904677009583
57,0.6932010303115844
58,0.6932017574119568
59,0.6931885985183716
60,0.6932104721641541
61,0.6931996132659912
62,0.6931879676628113
63,0.6931979281234741
64,0.6931852704048157
65,0.6931870903205871
66,0.6932111883163452
67,0.693199790687561
68,0.6931938639068603
69,0.6932140421104431
70,0.693165711555481
71,0.6932094150924683
72,0.6931907178115845
73,0.6931822295379638
74,0.6931989197731018
75,0.6931713772773742
76,0.6931974335289002
77,0.693209537525177
78,0.6931838974189758
79,0.6931931056213378
80,0.6932065626525878
81,0.6931926137924195
82,0.6932091345787048
83,0.6931556059455871
84,0.6932166309738159
85,0.6931808494186401
86,0.6931795816612244
87,0.6932203233909607
88,0.693201351222992
89,0.6932097247695923
90,0.6932040372085572
91,0.6931738219642639
92,0.6932051682472229
93,0.6931777126312256
94,0.6932182811927795
95,0.6931622547340393
96,0.693200070323944
97,0.6931803573989869
98,0.6931938547706604
99,0.693163247833252
100,0.6932155264091492
